carat,cut,color,clarity,depth,table,x,y,z,price
1.02,Very Good,E,I1,60.6,63.0,6.52,6.46,3.93,3199
0.46,Good,E,SI1,62.7,58.0,4.87,4.92,3.07,967
1.01,Premium,D,VS1,,58.0,6.6,6.54,3.94,8286
0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,891
0.33,Very Good,H,SI2,63.5,57.0,4.39,4.36,2.78,534
0.7,Fair,E,VS1,64.5,57.0,5.59,5.55,3.59,2964
0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,571
0.91,Ideal,I,SI2,61.6,57.0,6.23,6.24,3.84,3034
0.9,Premium,H,VVS2,62.4,58.0,6.15,6.12,3.83,4657
0.32,Ideal,E,VS2,61.3,57.0,4.42,4.45,2.72,702
0.37,Premium,J,VS2,61.1,60.0,4.63,4.6,2.82,583
1.01,Very Good,F,SI2,63.2,58.0,6.43,6.3,4.02,4299
0.5,Very Good,D,VS2,63.8,56.0,5.05,5.08,3.23,1580
1.5,Fair,E,SI2,59.9,68.0,7.39,7.3,4.4,8190
0.33,Premium,I,VS2,61.1,59.0,4.4,4.44,2.7,463
1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,17143
0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789
0.34,Ideal,D,IF,59.8,57.0,4.57,4.59,2.74,2287
0.4,Ideal,H,VS2,,55.0,4.73,4.75,2.93,725
1.66,Ideal,H,VS2,60.1,59.0,7.67,7.64,4.6,12244
0.71,Fair,I,VS1,57.1,57.0,5.87,5.9,3.36,2318
0.73,Ideal,D,VS2,62.1,56.0,5.77,5.8,3.59,3182
0.92,Premium,D,SI2,60.2,61.0,6.32,6.27,3.79,3004
0.56,Ideal,G,VS2,62.1,56.0,5.29,5.31,3.29,1580
1.1,Good,F,SI2,63.7,58.0,6.48,6.45,4.12,3918
1.5,Good,I,VS1,57.9,60.0,7.48,7.44,4.32,9828
0.33,Ideal,D,VS2,62.1,56.0,4.42,4.47,2.76,781
1.01,Good,G,VVS1,63.1,59.0,6.33,6.42,4.02,7279
0.91,Good,H,SI1,58.2,59.0,6.36,6.4,3.71,3855
1.12,Premium,I,VS1,62.2,59.0,6.66,6.59,4.12,5058
0.57,Ideal,D,SI1,62.4,56.0,5.32,5.29,3.31,1847
0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,709
0.52,Good,G,SI1,64.3,61.0,5.01,4.97,3.21,1147
1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,8596
0.32,Premium,E,VVS1,60.5,58.0,4.42,4.47,2.69,954
0.54,Ideal,G,SI1,59.6,59.0,5.34,5.3,3.17,1574
0.7,Very Good,D,SI1,61.1,57.0,5.74,5.66,3.48,2677
0.82,Premium,F,SI2,59.5,62.0,6.13,6.08,3.63,2688
0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,703
0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
1.32,Ideal,I,VS1,61.2,57.0,7.12,7.06,4.34,7617
0.42,Premium,G,VS2,59.8,58.0,4.86,4.9,2.92,847
0.6,Ideal,G,VS1,61.2,56.0,5.43,5.47,3.33,2147
0.35,Ideal,F,VS2,61.9,54.0,4.54,4.5,2.8,906
0.56,Ideal,G,VS2,62.0,56.0,5.3,5.28,3.28,1698
1.0,Premium,F,SI1,60.3,61.0,6.43,6.38,3.86,4704
1.06,Very Good,F,VS2,62.7,55.0,6.54,6.5,4.09,6627
0.56,Ideal,G,VVS1,62.0,56.0,5.28,5.3,3.28,2202
0.97,Ideal,H,SI2,61.6,56.0,6.39,6.36,3.93,3802
1.7,Very Good,J,VVS1,62.9,60.0,7.56,7.61,4.77,10808
1.54,Premium,I,SI2,61.5,61.0,7.41,7.31,4.53,6278
1.51,Very Good,F,VS1,,63.0,7.34,7.43,4.4,14673
0.31,Premium,D,VS1,59.6,58.0,4.41,4.38,2.62,877
0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,957
1.0,Good,G,VS2,63.5,59.0,6.23,6.33,3.99,5860
0.28,Very Good,F,VVS2,61.8,60.0,4.16,4.19,2.58,596
1.2,Good,G,SI2,,54.0,6.75,6.71,4.28,5141
0.26,Premium,E,VS1,60.1,60.0,4.1,4.15,2.48,452
0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72,523
0.41,Ideal,G,IF,62.1,57.0,4.76,4.77,2.96,1276
0.32,Ideal,F,VS1,61.9,56.0,4.35,4.4,2.71,702
0.29,Very Good,E,VS1,61.7,58.0,4.23,4.29,2.63,504
1.07,Premium,I,SI1,60.7,61.0,6.6,6.55,3.99,4314
0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711
2.0,Good,J,SI1,64.1,58.0,7.85,7.79,5.01,9193
0.32,Ideal,I,VVS2,63.0,57.0,4.37,4.33,2.74,720
1.31,Ideal,H,SI1,60.8,56.0,7.12,7.08,4.32,7519
0.41,Good,E,VVS1,60.4,61.0,4.76,4.81,2.89,1169
1.31,Very Good,I,VS2,61.2,58.0,7.01,7.05,4.3,6917
1.51,Premium,G,VS2,60.4,58.0,7.38,7.43,4.47,11480
1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
0.31,Ideal,H,VS1,62.0,54.0,4.39,4.35,2.71,698
0.41,Ideal,D,SI1,62.7,56.0,4.78,4.73,2.98,1015
0.69,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.55,2297
1.01,Premium,D,IF,61.6,56.0,6.46,6.43,3.97,16234
0.73,Fair,F,SI2,53.4,65.0,6.19,6.15,3.3,2164
0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
0.31,Ideal,G,VVS1,61.6,56.0,4.35,4.39,2.69,816
1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
1.3,Ideal,G,VS1,62.0,55.0,7.02,6.98,4.34,10221
0.46,Ideal,I,VS2,62.2,56.0,4.96,4.9,3.07,1073
1.17,Very Good,D,SI2,60.9,60.0,6.72,6.78,4.11,6062
1.83,Premium,J,SI1,60.4,58.0,7.96,7.94,4.8,10709
1.5,Good,J,SI2,63.6,58.0,7.25,7.18,4.59,6421
0.33,Premium,G,VS1,62.3,58.0,4.41,4.45,2.76,666
0.4,Very Good,F,VS1,61.5,59.0,4.71,4.76,2.91,982
0.71,Ideal,F,VS1,61.4,56.0,5.75,5.78,3.54,3710
0.7,Premium,F,VVS2,62.2,56.0,5.72,5.63,3.53,3018
1.51,Very Good,H,VS2,62.3,61.0,7.27,7.3,4.54,9821
2.18,Ideal,J,VS2,60.3,57.0,8.41,8.45,5.08,16427
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6485
1.02,Fair,H,SI1,56.9,58.0,6.64,6.75,3.81,4935
0.57,Very Good,G,VS1,59.9,57.0,5.38,5.47,3.25,1934
0.53,Ideal,G,VVS2,60.6,56.0,5.25,5.28,3.19,1932
0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
0.91,Very Good,E,SI1,61.9,61.0,6.1,6.12,3.78,4211
0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,612
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283
1.01,Premium,F,SI1,62.6,58.0,6.37,6.32,3.97,5202
0.53,Ideal,F,VS1,61.7,56.0,5.2,5.22,3.21,1630
1.01,Good,D,SI2,57.6,62.0,6.66,6.56,3.81,4338
0.3,Premium,G,SI2,62.3,59.0,4.25,4.29,2.66,394
1.01,Premium,F,SI1,59.8,60.0,6.57,6.53,3.92,5345
0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,783
0.51,Ideal,D,VS2,61.8,55.0,5.1,5.16,3.17,1787
1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882
0.3,Very Good,F,VS1,61.5,56.0,4.31,4.34,2.66,654
0.3,Ideal,E,VVS1,61.8,56.0,4.3,4.31,2.66,895
1.52,Ideal,D,SI1,60.6,58.0,7.46,7.4,4.51,14426
0.51,Premium,G,VS1,62.3,58.0,5.08,5.13,3.18,1656
0.52,Ideal,D,VS2,61.6,55.0,5.2,5.15,3.19,1919
0.7,Good,E,SI1,60.4,61.0,5.73,5.76,3.47,2696
0.32,Ideal,G,VS1,61.6,56.0,4.38,4.42,2.71,645
0.75,Very Good,E,VVS2,62.8,57.0,5.74,5.78,3.62,4005
0.4,Very Good,G,VS1,61.5,58.0,4.72,4.74,2.91,868
1.54,Fair,F,SI2,64.4,60.0,7.26,7.16,4.64,7848
0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,3756
0.59,Ideal,D,SI1,61.2,56.0,5.38,5.43,3.31,1694
0.31,Ideal,I,VVS1,62.0,54.0,4.37,4.34,2.7,732
0.3,Premium,D,SI1,62.1,58.0,4.28,4.25,2.65,709
0.3,Very Good,E,VS1,61.9,60.0,4.26,4.3,2.65,710
0.66,Premium,J,SI1,61.0,61.0,5.64,5.59,3.43,1188
1.12,Premium,F,VVS2,62.4,59.0,6.66,6.58,4.13,10211
0.91,Ideal,E,SI2,62.6,57.0,6.13,6.18,3.85,3772
0.4,Very Good,D,SI1,63.0,59.0,4.69,4.7,2.96,690
0.7,Premium,H,VS1,62.8,60.0,5.61,5.56,3.51,2367
0.52,Ideal,F,VVS1,61.2,56.0,5.21,5.19,3.18,2867
1.01,Premium,G,SI1,63.0,60.0,6.34,6.3,3.98,4118
1.72,Premium,H,SI1,61.4,59.0,7.64,7.71,4.71,12880
0.29,Very Good,D,SI2,59.7,56.0,4.37,4.4,2.62,705
1.23,Ideal,H,VS1,60.6,57.0,6.94,6.98,4.22,7803
1.51,Ideal,I,VS2,62.6,56.0,7.27,7.32,4.57,9069
0.71,Ideal,G,SI2,59.5,57.0,5.86,5.78,3.46,2194
1.01,Very Good,H,SI1,59.3,62.0,6.57,6.55,3.89,4868
1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,15318
1.03,Ideal,H,SI1,59.7,55.0,6.6,6.64,3.95,4585
0.7,Ideal,E,SI1,60.1,57.0,5.78,5.83,3.49,2929
1.51,Very Good,H,VVS1,61.5,58.0,7.3,7.39,4.52,12981
0.38,Very Good,I,VS2,62.4,56.0,4.65,4.58,2.88,549
0.52,Very Good,G,VVS1,61.9,61.0,5.11,5.13,3.17,2045
1.59,Premium,H,SI2,62.6,59.0,7.42,7.4,4.64,9385
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47,2312
0.53,Ideal,D,VS2,61.4,55.0,5.24,5.21,3.21,1704
1.13,Fair,H,I1,64.8,59.0,6.52,6.42,4.19,2968
0.9,Very Good,I,VS2,61.6,57.0,6.13,6.17,3.79,3581
0.53,Very Good,J,VS2,62.4,58.0,5.15,5.24,3.24,1124
1.14,Ideal,G,VS1,60.9,57.0,6.7,6.82,4.12,7750
0.54,Premium,F,VS2,59.5,58.0,5.36,5.29,3.17,1786
0.31,Ideal,D,SI1,61.2,57.0,4.34,4.38,2.67,533
0.96,Premium,E,SI1,60.0,60.0,6.44,6.39,3.85,4864
0.59,Ideal,D,SI2,59.1,57.0,5.52,5.48,3.25,1425
2.14,Fair,H,I1,66.4,56.0,8.0,7.92,5.29,6328
0.37,Very Good,E,SI2,61.6,56.0,4.61,4.65,2.85,493
0.72,Good,H,VS2,61.8,61.0,5.68,5.75,3.53,2497
1.16,Ideal,G,SI2,61.3,55.0,6.79,6.84,4.18,4425
0.5,Good,E,SI1,63.8,55.0,5.04,5.09,3.23,1316
0.4,Very Good,J,VS1,63.5,56.0,4.7,4.69,2.98,756
0.61,Very Good,D,SI1,62.4,59.0,5.42,5.45,3.39,1622
0.45,Ideal,H,SI1,61.6,56.0,4.94,4.96,3.05,923
0.42,Premium,E,SI2,58.5,60.0,4.94,4.91,2.88,814
0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,1024
1.01,Very Good,I,SI2,59.2,59.0,6.52,6.62,3.89,3792
1.03,Ideal,E,SI1,62.0,55.0,6.46,6.5,4.02,5411
1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6166
0.7,Ideal,E,SI2,62.9,56.0,5.66,5.6,3.54,2100
0.52,Ideal,E,VS1,62.6,57.0,5.11,5.15,3.21,1668
0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,1140
0.41,Premium,I,VVS1,61.5,59.0,4.81,4.75,2.94,1107
0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89,641
0.51,Ideal,D,SI1,60.4,55.0,5.48,5.18,3.16,1687
1.23,Premium,F,VVS2,61.6,59.0,6.9,6.8,4.22,11534
0.37,Premium,E,VS1,60.4,58.0,4.66,4.61,2.8,1124
2.28,Premium,I,SI1,61.6,58.0,8.43,8.46,5.2,17673
0.33,Ideal,E,SI1,62.4,56.0,4.43,4.41,2.76,743
2.02,Very Good,E,SI1,59.8,59.0,8.11,8.2,4.88,18731
0.91,Very Good,G,SI1,62.2,57.0,6.12,6.17,3.82,3884
0.75,Good,E,SI2,59.7,62.0,5.85,5.88,3.5,2497
0.53,Ideal,J,SI1,61.6,55.0,5.2,5.23,3.21,999
0.91,Very Good,G,SI1,62.8,56.0,6.16,6.2,3.88,4922
1.71,Premium,I,VS2,62.8,59.0,7.58,7.52,4.74,11958
0.28,Very Good,E,VVS2,59.1,59.0,4.27,4.33,2.54,642
0.72,Very Good,H,SI2,62.4,59.0,5.67,5.71,3.55,2160
1.73,Premium,J,SI1,60.7,58.0,7.73,7.78,4.71,9105
1.5,Premium,I,VS2,62.9,58.0,7.17,7.08,4.48,8820
1.12,Ideal,G,SI2,61.3,55.0,6.74,6.7,4.12,4990
0.52,Very Good,F,VVS2,62.1,58.0,5.12,5.16,3.19,2064
1.2,Premium,F,VS2,62.8,59.0,6.78,6.69,4.23,8964
1.07,Premium,G,SI2,62.0,59.0,6.54,6.5,4.04,4401
0.5,Ideal,F,SI1,59.9,56.0,5.09,5.36,3.13,1282
0.52,Very Good,D,SI1,,58.0,5.14,5.22,3.19,1429
1.37,Ideal,G,VS1,62.2,55.0,7.09,7.12,4.42,10927
1.16,Ideal,I,VS2,59.3,56.0,6.84,6.88,4.07,4869
0.72,Very Good,J,VS1,62.3,57.0,5.73,5.77,3.58,2136
0.71,Ideal,E,SI1,61.3,57.0,5.81,5.78,3.55,2704
0.41,Ideal,F,IF,61.4,56.0,4.81,4.83,2.96,1439
1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,4197
0.41,Good,E,VS1,63.5,54.0,4.71,4.74,3.0,935
0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48,4095
0.75,Ideal,I,SI1,61.8,55.0,5.83,5.85,3.61,2871
1.51,Very Good,F,VS2,,63.0,7.35,7.26,4.52,13945
0.73,Ideal,F,VVS1,61.9,56.0,5.75,5.79,3.57,5154
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1789
1.25,Ideal,E,VS2,62.6,56.0,6.89,6.84,4.3,8400
0.54,Very Good,F,VS2,63.0,56.8,5.18,5.22,3.28,1745
0.7,Good,F,SI1,63.8,60.0,5.6,5.63,3.58,2401
1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85,6435
1.2,Fair,F,SI2,63.4,60.0,6.56,6.65,4.19,5445
0.85,Ideal,G,SI1,62.0,54.0,6.08,6.11,3.78,3084
0.56,Ideal,E,SI1,61.6,55.0,5.31,5.33,3.28,1649
1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,5844
0.32,Very Good,G,VS2,63.1,57.0,4.35,4.3,2.73,720
1.01,Good,D,VS2,64.2,60.0,6.32,6.35,4.07,6066
0.39,Premium,G,SI1,62.4,58.0,4.72,4.67,2.93,878
0.53,Ideal,G,VS1,61.3,57.0,5.18,5.22,3.19,1922
1.54,Ideal,I,VS2,61.9,55.8,7.38,7.43,4.58,9998
0.42,Premium,G,VS1,60.5,59.0,4.83,4.79,2.91,984
0.72,Very Good,G,VVS2,60.1,60.0,5.79,5.82,3.49,3449
0.55,Ideal,F,SI2,61.4,55.0,5.27,5.29,3.24,1183
0.3,Ideal,F,VS2,62.9,57.0,4.29,4.27,2.69,776
0.7,Good,H,VVS2,63.7,54.0,5.72,5.62,3.61,2427
0.31,Ideal,E,IF,,57.0,4.36,4.39,2.67,1319
0.36,Ideal,E,SI1,61.4,57.0,4.59,4.56,2.81,810
0.3,Ideal,E,VVS2,60.2,57.0,4.4,4.37,2.64,1013
0.31,Ideal,H,VS1,62.6,55.0,4.31,4.35,2.71,544
0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75,604
0.34,Ideal,D,SI1,60.4,57.0,4.53,4.51,2.73,803
0.41,Ideal,E,VS2,62.1,57.0,4.74,4.79,2.96,935
0.85,Ideal,H,SI1,,57.0,6.13,6.18,3.74,3183
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2242
0.42,Ideal,F,VVS1,61.3,56.0,4.82,4.83,2.96,1326
0.35,Premium,D,SI1,61.8,59.0,4.56,4.54,2.81,827
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37,2833
0.52,Premium,E,VS2,60.9,58.0,5.2,5.18,3.16,1646
1.23,Ideal,F,VS1,62.5,54.0,6.82,6.85,4.27,9660
1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,6215
0.34,Ideal,H,SI1,62.6,56.0,4.46,4.48,2.8,490
0.32,Ideal,D,VVS1,61.9,56.0,4.39,4.36,2.71,1140
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3699
0.72,Ideal,I,VS1,61.4,58.0,5.73,5.76,3.53,2586
1.54,Very Good,G,SI1,61.3,59.0,7.38,7.41,4.53,10036
1.59,Premium,J,SI1,62.5,60.0,7.42,7.46,4.65,7695
0.5,Ideal,F,VS1,61.2,56.0,5.13,5.17,3.15,1695
0.93,Very Good,J,VS2,61.1,59.0,6.32,6.34,3.87,3180
0.3,Ideal,F,VS1,61.8,55.0,4.31,4.33,2.67,612
0.3,Ideal,D,VS2,62.0,56.0,4.35,4.33,2.69,911
0.58,Ideal,F,VS1,61.9,54.0,5.33,5.37,3.31,1772
2.0,Very Good,I,SI2,63.1,56.0,7.98,7.84,5.0,9435
1.15,Ideal,G,SI2,62.4,56.0,6.7,6.74,4.19,4877
0.71,Very Good,I,VS2,61.1,60.0,5.72,5.77,3.51,2384
0.59,Very Good,F,VS2,62.0,58.0,5.35,5.42,3.34,1764
0.7,Ideal,G,SI1,61.9,56.0,5.66,5.71,3.52,2414
0.81,Ideal,F,SI2,62.1,57.0,5.91,5.95,3.68,2843
0.93,Ideal,D,SI1,61.6,57.0,6.27,6.33,3.88,4724
0.7,Very Good,E,VS2,63.4,59.0,5.63,5.67,3.58,2952
0.32,Ideal,F,VVS2,61.3,56.0,4.42,4.45,2.72,1002
0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,1040
2.07,Ideal,J,SI2,62.5,56.0,8.18,8.08,5.08,12778
0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
0.5,Good,E,SI2,63.7,55.0,5.08,5.03,3.22,1181
0.54,Very Good,E,SI2,62.4,57.7,5.19,5.2,3.25,1278
0.93,Fair,H,SI1,64.6,58.0,6.13,6.07,3.94,3750
0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,420
0.4,Premium,G,SI1,59.3,59.0,4.8,4.82,2.85,702
0.5,Very Good,I,VVS1,62.8,61.0,4.98,5.05,3.15,1448
0.28,Very Good,D,VS1,62.4,56.0,4.15,4.18,2.6,514
0.77,Ideal,G,VS2,61.8,54.0,5.91,5.94,3.66,3300
1.47,Fair,F,SI2,65.9,59.0,6.99,6.94,4.59,6108
0.35,Good,E,SI2,64.0,55.0,4.45,4.49,2.86,454
1.13,Premium,F,IF,59.8,60.0,6.82,6.76,4.06,12549
0.38,Ideal,I,VVS2,62.0,55.0,4.65,4.67,2.89,836
0.31,Ideal,D,SI1,61.7,57.0,4.34,4.38,2.69,571
0.51,Ideal,G,VS1,,55.0,5.17,5.14,3.2,1781
1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168
1.0,Good,H,SI2,57.9,62.0,6.53,6.49,3.77,4592
1.2,Ideal,G,VS1,62.6,54.3,6.76,6.8,4.25,8687
1.22,Premium,G,SI1,61.8,58.0,6.88,6.82,4.23,6777
0.9,Good,I,VS2,63.8,55.0,6.16,6.07,3.9,3246
0.92,Premium,F,SI2,62.1,60.0,6.21,6.26,3.87,3083
0.38,Ideal,G,SI1,62.4,57.0,4.62,4.65,2.89,666
2.07,Ideal,G,SI2,62.0,55.0,8.23,8.13,5.07,17095
0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032
1.08,Premium,F,SI2,62.7,58.0,6.53,6.49,4.08,3992
0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17,1865
1.27,Premium,I,SI1,62.3,56.0,6.93,6.85,4.29,5690
0.55,Ideal,H,VVS1,60.5,57.0,5.32,5.35,3.23,1741
1.27,Good,J,VS1,63.4,60.0,6.8,6.85,4.33,5588
0.51,Ideal,D,VS2,61.8,55.0,5.15,5.18,3.19,1787
0.52,Ideal,G,VVS2,62.7,55.0,5.12,5.15,3.22,1906
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,17224
0.82,Very Good,H,SI1,63.6,56.0,5.9,5.95,3.77,2908
0.9,Good,G,SI2,63.8,59.0,6.05,6.02,3.85,3246
0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1080
0.42,Ideal,G,VVS1,60.0,57.0,4.84,4.86,2.91,1179
1.59,Premium,F,VS2,60.2,60.0,7.59,7.62,4.58,15461
1.11,Very Good,G,VS2,62.3,58.0,6.59,6.61,4.11,6311
0.9,Fair,G,SI1,65.4,57.0,6.04,5.95,3.92,3145
0.7,Very Good,F,VVS2,58.5,60.0,5.82,5.94,3.44,3028
0.38,Ideal,E,IF,61.4,55.0,4.68,4.7,2.88,1300
0.33,Premium,G,VS2,61.3,61.0,4.47,4.43,2.73,693
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9285
0.26,Very Good,D,VVS2,60.4,59.0,4.15,4.19,2.52,597
0.9,Good,I,SI1,63.0,53.0,6.08,6.15,3.85,3196
1.12,Ideal,F,VVS2,60.4,56.0,6.82,6.78,4.11,10236
1.2,Very Good,H,VVS1,63.3,56.0,6.75,6.7,4.26,6672
0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,1577
0.71,Ideal,E,VS1,62.7,57.0,5.66,5.69,3.56,3238
2.28,Good,J,SI1,63.7,55.0,8.28,8.35,5.3,14220
1.07,Premium,E,SI2,61.3,59.0,6.58,6.64,4.05,4943
0.72,Ideal,G,SI2,62.3,54.0,5.76,5.79,3.6,2295
0.35,Very Good,G,VS1,61.7,61.0,4.49,4.52,2.78,706
1.19,Premium,I,VS2,61.7,57.0,6.84,6.77,4.2,5439
0.9,Ideal,H,VS1,61.8,55.0,6.21,6.14,3.82,4964
1.04,Premium,G,VS2,61.8,58.0,6.51,6.46,4.01,6709
0.3,Very Good,D,SI1,62.6,56.0,4.24,4.29,2.67,552
1.07,Premium,H,SI1,58.9,59.0,6.76,6.71,3.97,4235
1.51,Good,F,SI2,64.2,61.0,7.24,7.19,4.63,7695
1.53,Premium,I,SI1,61.5,59.0,7.39,7.32,4.52,8911
0.32,Good,G,SI1,63.5,56.0,4.35,4.38,2.77,477
0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,631
0.8,Good,G,SI2,63.7,58.0,5.88,5.83,3.73,2484
0.51,Ideal,D,VVS2,62.0,55.0,5.13,5.16,3.19,2145
1.49,Ideal,H,SI1,62.4,56.0,7.28,7.24,4.53,9132
2.0,Good,G,I1,63.9,58.0,7.99,7.91,5.08,6854
0.33,Premium,E,VS2,61.9,58.0,4.47,4.42,2.75,804
0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,719
0.54,Ideal,I,VVS1,62.7,57.0,5.22,5.14,3.25,1681
0.31,Ideal,F,VS2,62.1,57.0,4.36,4.34,2.7,802
0.24,Very Good,F,VVS2,60.6,59.0,4.04,4.06,2.45,608
2.38,Premium,J,VS2,62.1,58.0,8.54,8.49,5.29,18559
1.6,Premium,H,VS1,62.5,58.0,7.47,7.37,4.64,12084
1.74,Premium,H,SI2,59.9,59.0,7.88,7.8,4.7,10874
0.59,Very Good,H,VVS2,62.3,55.0,5.42,5.33,3.35,1840
1.06,Premium,F,SI1,61.9,59.0,6.57,6.52,4.05,4155
0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,790
0.71,Ideal,G,SI1,61.4,55.0,5.75,5.79,3.54,2423
0.9,Ideal,E,SI2,61.9,54.0,6.23,6.18,3.84,3958
1.2,Premium,H,VVS2,60.0,60.0,6.86,6.78,4.09,5174
0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,1684
0.53,Premium,G,VS1,60.1,58.0,5.32,5.27,3.18,1813
0.33,Ideal,E,SI1,61.5,55.0,4.46,4.49,2.75,532
0.42,Ideal,G,VS1,61.8,57.0,4.79,4.82,2.97,921
1.01,Good,F,SI2,64.9,60.0,6.2,6.25,4.04,4140
0.41,Ideal,D,VVS2,62.3,57.0,4.76,4.74,2.96,1356
0.41,Ideal,F,VVS2,61.7,56.0,4.78,4.81,2.96,1115
0.66,Premium,F,SI1,60.6,58.0,5.69,5.63,3.43,1802
0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,1163
0.3,Good,E,SI1,63.7,59.0,4.27,4.21,2.7,675
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,668
0.3,Ideal,G,VVS1,62.0,58.0,4.28,4.3,2.66,764
0.42,Ideal,G,SI2,62.3,55.0,4.8,4.83,3.0,686
0.72,Very Good,G,VS2,62.5,59.0,5.69,5.71,3.56,2728
2.04,Ideal,G,SI1,61.9,58.0,8.12,8.16,5.04,18153
0.74,Ideal,F,VS2,62.1,56.0,5.79,5.83,3.61,3171
0.35,Premium,D,SI1,62.1,58.0,4.54,4.51,2.81,827
1.5,Premium,F,VS2,,59.0,7.37,7.35,4.5,11255
0.31,Premium,E,VS2,61.3,60.0,4.39,4.32,2.67,872
0.32,Ideal,I,VS2,61.3,56.0,4.43,4.38,2.7,576
0.74,Ideal,D,SI1,61.8,56.0,5.84,5.88,3.62,3517
0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,1793
0.3,Ideal,F,VVS2,61.4,56.0,4.32,4.35,2.66,694
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3468
0.51,Premium,J,SI1,62.6,59.0,5.1,5.06,3.18,1020
1.01,Very Good,F,VVS1,62.8,59.0,6.37,6.43,4.02,9474
0.36,Premium,E,SI2,60.6,59.0,4.61,4.57,2.78,648
0.86,Very Good,G,SI2,62.6,56.0,6.01,6.07,3.78,2967
0.9,Premium,I,SI2,,59.0,6.11,6.07,3.79,2826
0.3,Very Good,F,SI2,62.3,58.0,4.28,4.32,2.68,394
1.0,Very Good,F,VS2,61.9,58.0,6.41,6.49,3.99,6927
0.31,Ideal,F,VVS1,61.8,56.0,4.34,4.36,2.69,897
0.5,Very Good,E,SI1,59.4,60.0,5.14,5.16,3.06,1293
0.71,Very Good,H,SI1,,57.0,5.65,5.61,3.55,2207
0.43,Very Good,G,VS1,60.9,57.0,4.88,4.91,2.98,943
0.62,Premium,F,SI1,61.7,59.0,5.51,5.48,3.39,1595
